pokemon_code,pokemon_name,pokemon_type_1,pokemon_type_2,high_point,attack_force,defense_point,special_attack_force,special_defense_point,speed,generation,legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,classfication,percentage_male,experience_growth,height_m,weight_kg,pokedex_number
380,Anorith,Rock,Bug,45,95,50,40,50,75,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,7680,70,355,45,Old Shrimp Pokémon,88.1,600000,0.7,12.5,347
381,Armaldo,Rock,Bug,75,125,100,70,80,45,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,7680,70,495,45,Plate Pokémon,88.1,600000,1.5,68.2,348
382,Feebas,Water,,20,15,20,10,55,80,3,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,200,255,Fish Pokémon,50,600000,0.6,7.4,349
383,Milotic,Water,,95,60,79,100,125,81,3,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,540,60,Tender Pokémon,50,600000,6.2,162,350
384,Castform,Normal,,70,70,70,70,70,70,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,6400,70,420,45,Weather Pokémon,50,1000000,0.3,0.8,351
385,Kecleon,Normal,,60,90,70,60,120,40,3,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,440,200,Color Swap Pokémon,50,1059860,1,22,352
386,Shuppet,Ghost,,44,75,35,63,33,45,3,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,295,225,Puppet Pokémon,50,800000,0.6,2.3,353
387,Banette,Ghost,,64,115,65,83,63,65,3,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,555,45,Marionette Pokémon,50,800000,1.1,12.5,354
388,Mega Banette,Ghost,,64,165,75,93,83,75,3,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,555,45,Marionette Pokémon,50,800000,1.1,12.5,354
389,Duskull,Ghost,,20,40,90,30,90,25,3,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,295,190,Requiem Pokémon,50,800000,0.8,15,355
390,Dusclops,Ghost,,40,70,130,60,130,25,3,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,455,90,Beckon Pokémon,50,800000,1.6,30.6,356
391,Tropius,Grass,Flying,99,68,83,72,87,51,3,0,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,6400,70,460,200,Fruit Pokémon,50,1250000,2,100,357
392,Chimecho,Psychic,,65,50,70,95,80,65,3,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,6400,70,455,45,Wind Chime Pokémon,50,800000,0.6,1,358
393,Absol,Dark,,65,130,60,75,60,75,3,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,6400,35,565,30,Disaster Pokémon,50,1059860,1.2,47,359
394,Mega Absol,Dark,,65,150,60,115,60,115,3,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,6400,35,565,30,Disaster Pokémon,50,1059860,1.2,47,359
395,Wynaut,Psychic,,95,23,48,23,48,23,3,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,260,125,Bright Pokémon,50,1000000,0.6,14,360
396,Snorunt,Ice,,50,50,50,50,50,50,3,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,300,190,Snow Hat Pokémon,50,1000000,0.7,16.8,361
397,Glalie,Ice,,80,80,80,80,80,80,3,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,580,75,Face Pokémon,50,1000000,1.5,256.5,362
398,Mega Glalie,Ice,,80,120,80,120,80,100,3,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,580,75,Face Pokémon,50,1000000,1.5,256.5,362
399,Spheal,Ice,Water,70,40,50,55,50,25,3,0,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,290,255,Clap Pokémon,50,1059860,0.8,39.5,363
400,Sealeo,Ice,Water,90,60,70,75,70,45,3,0,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,410,120,Ball Roll Pokémon,50,1059860,1.1,87.6,364
401,Walrein,Ice,Water,110,80,90,95,90,65,3,0,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,530,45,Ice Break Pokémon,50,1059860,1.4,150.6,365
402,Clamperl,Water,,35,64,85,74,55,32,3,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,345,255,Bivalve Pokémon,50,600000,0.4,52.5,366
403,Huntail,Water,,55,104,105,94,75,52,3,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,485,60,Deep Sea Pokémon,50,600000,1.7,27,367
404,Gorebyss,Water,,55,84,105,114,75,52,3,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,485,60,South Sea Pokémon,50,600000,1.8,22.6,368
405,Relicanth,Water,Rock,100,90,130,45,65,55,3,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,10240,70,485,25,Longevity Pokémon,88.1,1250000,1,23.4,369
406,Luvdisc,Water,,43,30,55,40,65,97,3,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,225,Rendezvous Pokémon,24.6,800000,0.6,8.7,370
407,Bagon,Dragon,,45,75,60,40,30,50,3,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,300,45,Rock Head Pokémon,50,1250000,0.6,42.1,371
408,Shelgon,Dragon,,65,95,100,60,50,50,3,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,420,45,Endurance Pokémon,50,1250000,1.1,110.5,372
409,Salamence,Dragon,Flying,95,135,80,110,80,100,3,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,10240,35,700,45,Dragon Pokémon,50,1250000,1.5,102.6,373
410,Mega Salamence,Dragon,Flying,95,145,130,120,90,120,3,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,10240,35,700,45,Dragon Pokémon,50,1250000,1.5,102.6,373
411,Beldum,Steel,Psychic,40,55,80,35,60,30,3,0,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,300,3,Iron Ball Pokémon,,1250000,0.6,95.2,374
412,Metang,Steel,Psychic,60,75,100,55,80,50,3,0,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,420,3,Iron Claw Pokémon,,1250000,1.2,202.5,375
413,Metagross,Steel,Psychic,80,135,130,95,90,70,3,0,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,700,3,Iron Leg Pokémon,,1250000,1.6,550,376
414,Mega Metagross,Steel,Psychic,80,145,150,105,110,110,3,0,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,700,3,Iron Leg Pokémon,,1250000,1.6,550,376
415,Regirock,Rock,,80,100,200,50,100,50,3,1,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,20480,35,580,3,Rock Peak Pokémon,,1250000,1.7,230,377
416,Regice,Ice,,80,50,100,100,200,50,3,1,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,20480,35,580,3,Iceberg Pokémon,,1250000,1.8,175,378
417,Registeel,Steel,,80,75,150,75,150,50,3,1,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,20480,35,580,3,Iron Pokémon,,1250000,1.9,205,379
418,Latias,Dragon,Psychic,80,80,90,110,130,110,3,1,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,700,3,Eon Pokémon,0,1250000,1.4,40,380
419,Mega Latias,Dragon,Psychic,80,100,120,140,150,110,3,1,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,700,3,Eon Pokémon,0,1250000,1.4,40,380
420,Latios,Dragon,Psychic,80,90,80,130,110,110,3,1,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,700,3,Eon Pokémon,100,1250000,2,60,381
421,Mega Latios,Dragon,Psychic,80,130,100,160,120,110,3,1,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,700,3,Eon Pokémon,100,1250000,2,60,381
422,Kyogre,Water,,100,100,90,150,140,90,3,1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30720,0,770,3,Sea Basin Pokémon,,1250000,4.5,352,382
423,Primal Kyogre,Water,,100,150,90,180,160,90,3,1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30720,0,770,3,Sea Basin Pokémon,,1250000,4.5,352,382
424,Groudon,Ground,,100,150,140,100,90,90,3,1,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,30720,0,770,3,Continent Pokémon,,1250000,3.5,950,383
425,Primal Groudon,Ground,Fire,100,180,160,150,90,90,3,1,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,30720,0,770,3,Continent Pokémon,,1250000,3.5,950,383
426,Rayquaza,Dragon,Flying,105,150,90,150,90,95,3,1,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30720,0,780,45,Sky High Pokémon,,1250000,7,206.5,384
427,Mega Rayquaza,Dragon,Flying,105,180,100,180,100,115,3,1,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30720,0,780,45,Sky High Pokémon,,1250000,7,206.5,384
428,Jirachi,Steel,Psychic,100,100,100,100,100,100,3,1,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,30720,100,600,3,Wish Pokémon,,1250000,0.3,1.1,385
429,Deoxys Normal Forme,Psychic,,50,150,50,150,50,150,3,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,600,3,DNA Pokémon,,1250000,1.7,60.8,386
430,DeoxysAttack Forme,Psychic,,50,180,20,180,20,150,3,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,600,3,DNA Pokémon,,1250000,1.7,60.8,386
431,Deoxys Defense Forme,Psychic,,50,70,160,70,160,90,3,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,600,3,DNA Pokémon,,1250000,1.7,60.8,386
432,Deoxys Speed Forme,Psychic,,50,95,90,95,90,180,3,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,600,3,DNA Pokémon,,1250000,1.7,60.8,386
433,Turtwig,Grass,,55,68,64,45,55,31,4,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,318,45,Tiny Leaf Pokémon,88.1,1059860,0.4,10.2,387
434,Grotle,Grass,,75,89,85,55,65,36,4,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,Grove Pokémon,88.1,1059860,1.1,97,388
435,Torterra,Grass,Ground,95,109,105,75,85,56,4,0,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,5120,70,525,45,Continent Pokémon,88.1,1059860,2.2,310,389
436,Chimchar,Fire,,44,58,44,58,44,61,4,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,309,45,Chimp Pokémon,88.1,1059860,0.5,6.2,390
437,Monferno,Fire,Fighting,64,78,52,78,52,81,4,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,405,45,Playful Pokémon,88.1,1059860,0.9,22,391
438,Infernape,Fire,Fighting,76,104,71,104,71,108,4,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,534,45,Flame Pokémon,88.1,1059860,1.2,55,392
439,Piplup,Water,,53,51,53,61,56,40,4,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,314,45,Penguin Pokémon,88.1,1059860,0.4,5.2,393
440,Prinplup,Water,,64,66,68,81,76,50,4,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,405,45,Penguin Pokémon,88.1,1059860,0.8,23,394
441,Empoleon,Water,Steel,84,86,88,111,101,60,4,0,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,5120,70,530,45,Emperor Pokémon,88.1,1059860,1.7,84.5,395
442,Starly,Normal,Flying,40,55,30,30,30,60,4,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,245,255,Starling Pokémon,50,1059860,0.3,2,396
443,Staravia,Normal,Flying,55,75,50,40,40,80,4,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,340,120,Starling Pokémon,50,1059860,0.6,15.5,397
444,Staraptor,Normal,Flying,85,120,70,50,60,100,4,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,485,45,Predator Pokémon,50,1059860,1.2,24.9,398
445,Bidoof,Normal,,59,45,40,35,40,31,4,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,250,255,Plump Mouse Pokémon,50,1000000,0.5,20,399
446,Bibarel,Normal,Water,79,85,60,55,60,71,4,0,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,410,127,Beaver Pokémon,50,1000000,1,31.5,400
447,Kricketot,Bug,,37,25,41,25,41,25,4,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,194,255,Cricket Pokémon,50,1059860,0.3,2.2,401
448,Kricketune,Bug,,77,85,51,55,51,65,4,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,384,45,Cricket Pokémon,50,1059860,1,25.5,402
449,Shinx,Electric,,45,65,34,40,34,45,4,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,263,235,Flash Pokémon,50,1059860,0.5,9.5,403
450,Luxio,Electric,,60,85,49,60,49,60,4,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,100,363,120,Spark Pokémon,50,1059860,0.9,30.5,404
451,Luxray,Electric,,80,120,79,95,79,70,4,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,523,45,Gleam Eyes Pokémon,50,1059860,1.4,42,405
452,Budew,Grass,Poison,40,30,35,50,70,55,4,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,280,255,Bud Pokémon,50,1059860,0.2,1.2,406
453,Roserade,Grass,Poison,60,70,65,125,105,90,4,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,515,75,Bouquet Pokémon,50,1059860,0.9,14.5,407
454,Cranidos,Rock,,67,125,40,30,30,58,4,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,350,45,Head Butt Pokémon,88.1,600000,0.9,31.5,408
455,Rampardos,Rock,,97,165,60,65,50,58,4,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,495,45,Head Butt Pokémon,88.1,600000,1.6,102.5,409
456,Shieldon,Rock,Steel,30,42,118,42,88,30,4,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,350,45,Shield Pokémon,88.1,600000,0.5,57,410
457,Bastiodon,Rock,Steel,60,52,168,47,138,30,4,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,495,45,Shield Pokémon,88.1,600000,1.3,149.5,411
458,Burmy,Bug,,40,29,45,29,45,36,4,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,224,120,Bagworm Pokémon,50,1000000,0.2,3.4,412
459,Wormadam Plant Cloak,Bug,Grass,60,59,85,79,105,36,4,0,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,424,45,Bagworm Pokémon,0,1000000,0.5,6.5,413
460,Wormadam Sandy Cloak,Bug,Ground,60,79,105,59,85,36,4,0,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,424,45,Bagworm Pokémon,0,1000000,0.5,6.5,413
461,Wormadam Trash Cloak,Bug,Steel,60,69,95,69,95,36,4,0,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,424,45,Bagworm Pokémon,0,1000000,0.5,6.5,413
462,Mothim,Bug,Flying,70,94,50,94,50,66,4,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,424,45,Moth Pokémon,100,1000000,0.9,23.3,414
463,Combee,Bug,Flying,30,30,42,30,42,70,4,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,244,120,Tiny Bee Pokémon,88.1,1059860,0.3,5.5,415
464,Vespiquen,Bug,Flying,70,80,102,80,102,40,4,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,474,45,Beehive Pokémon,0,1059860,1.2,38.5,416
465,Pachirisu,Electric,,60,45,70,45,90,95,4,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,2560,100,405,200,EleSquirrel Pokémon,50,1000000,0.4,3.9,417
466,Buizel,Water,,55,65,35,60,30,85,4,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,190,Sea Weasel Pokémon,50,1000000,0.7,29.5,418
467,Floatzel,Water,,85,105,55,85,50,115,4,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,495,75,Sea Weasel Pokémon,50,1000000,1.1,33.5,419
468,Cherubi,Grass,,45,35,45,62,53,35,4,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,275,190,Cherry Pokémon,50,1000000,0.4,3.3,420
469,Cherrim,Grass,,70,60,70,87,78,85,4,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,450,75,Blossom Pokémon,50,1000000,0.5,9.3,421
470,Shellos,Water,,76,48,48,57,62,34,4,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,325,190,Sea Slug Pokémon,50,1000000,0.3,6.3,422
471,Gastrodon,Water,Ground,111,83,68,92,82,39,4,0,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,475,75,Sea Slug Pokémon,50,1000000,0.9,29.9,423
472,Ambipom,Normal,,75,100,66,60,66,115,4,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,100,482,45,Long Tail Pokémon,50,800000,1.2,20.3,424
473,Drifloon,Ghost,Flying,90,50,34,60,44,70,4,0,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,348,125,Balloon Pokémon,50,1640000,0.4,1.2,425
474,Drifblim,Ghost,Flying,150,80,44,90,54,80,4,0,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,498,60,Blimp Pokémon,50,1640000,1.2,15,426
475,Buneary,Normal,,55,66,44,44,56,85,4,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,0,350,190,Rabbit Pokémon,50,1000000,0.4,5.5,427
476,Lopunny,Normal,,65,76,84,54,96,105,4,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,140,580,60,Rabbit Pokémon,50,1000000,1.2,33.3,428
477,Mega Lopunny,Normal,Fighting,65,136,94,54,96,135,4,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,140,580,60,Rabbit Pokémon,50,1000000,1.2,33.3,428
478,Mismagius,Ghost,,60,60,60,105,105,105,4,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,495,45,Magical Pokémon,50,800000,0.9,4.4,429
479,Honchkrow,Dark,Flying,100,125,52,105,52,71,4,0,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,505,30,Big Boss Pokémon,50,1059860,0.9,27.3,430
480,Glameow,Normal,,49,55,42,42,37,85,4,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,310,190,Catty Pokémon,24.6,800000,0.5,3.9,431
481,Purugly,Normal,,71,82,64,64,59,112,4,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,452,75,Tiger Cat Pokémon,24.6,800000,1,43.8,432
482,Chingling,Psychic,,45,30,50,65,50,45,4,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,6400,70,285,120,Bell Pokémon,50,800000,0.2,0.6,433
483,Stunky,Poison,Dark,63,63,47,41,41,74,4,0,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,329,225,Skunk Pokémon,50,1000000,0.4,19.2,434
484,Skuntank,Poison,Dark,103,93,67,71,61,84,4,0,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,479,60,Skunk Pokémon,50,1000000,1,38,435
485,Bronzor,Steel,Psychic,57,24,86,24,86,23,4,0,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,300,255,Bronze Pokémon,,1000000,0.5,60.5,436
486,Bronzong,Steel,Psychic,67,89,116,79,116,33,4,0,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,500,90,Bronze Bell Pokémon,,1000000,1.3,187,437
487,Bonsly,Rock,,50,80,95,10,45,10,4,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,290,255,Bonsai Pokémon,50,1000000,0.5,15,438
488,Mime Jr.,Psychic,Fairy,20,25,45,70,90,60,4,0,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,6400,70,310,145,Mime Pokémon,50,1000000,0.6,13,439
489,Happiny,Normal,,100,5,5,15,65,30,4,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,220,130,Playhouse Pokémon,0,800000,0.6,24.4,440
490,Chatot,Normal,Flying,76,65,45,92,42,91,4,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,35,411,30,Music Note Pokémon,50,1059860,0.5,1.9,441
491,Spiritomb,Ghost,Dark,50,92,108,92,108,35,4,0,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,7680,70,485,100,Forbidden Pokémon,50,1000000,1,108,442
492,Gible,Dragon,Ground,58,70,45,40,45,42,4,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,300,45,Land Shark Pokémon,50,1250000,0.7,20.5,443
493,Gabite,Dragon,Ground,68,90,65,50,55,82,4,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,410,45,Cave Pokémon,50,1250000,1.4,56,444
494,Garchomp,Dragon,Ground,108,130,95,80,85,102,4,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,700,45,Mach Pokémon,50,1250000,1.9,95,445
495,Mega Garchomp,Dragon,Ground,108,170,115,120,95,92,4,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,700,45,Mach Pokémon,50,1250000,1.9,95,445
496,Munchlax,Normal,,135,85,40,40,85,5,4,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,70,390,50,Big Eater Pokémon,88.1,1250000,0.6,105,446
497,Riolu,Fighting,,40,70,40,35,40,60,4,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,285,75,Emanation Pokémon,88.1,1059860,0.7,20.2,447
498,Lucario,Fighting,Steel,70,110,70,115,70,90,4,0,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,6400,70,625,45,Aura Pokémon,88.1,1059860,1.2,54,448
499,Mega Lucario,Fighting,Steel,70,145,88,140,70,112,4,0,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,6400,70,625,45,Aura Pokémon,88.1,1059860,1.2,54,448
500,Hippopotas,Ground,,68,72,78,38,42,32,4,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,7680,70,330,140,Hippo Pokémon,50,1250000,0.8,49.5,449
501,Hippowdon,Ground,,108,112,118,68,72,47,4,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,7680,70,525,60,Heavyweight Pokémon,50,1250000,2,300,450
502,Skorupi,Poison,Bug,40,50,90,30,55,65,4,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,5120,70,330,120,Scorpion Pokémon,50,1250000,0.8,12,451
503,Drapion,Poison,Dark,70,90,110,60,75,95,4,0,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,500,45,Ogre Scorp Pokémon,50,1250000,1.3,61.5,452
504,Croagunk,Poison,Fighting,48,61,40,61,40,50,4,0,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,2560,100,300,140,Toxic Mouth Pokémon,50,1000000,0.7,23,453
505,Toxicroak,Poison,Fighting,83,106,65,86,65,85,4,0,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,5120,70,490,75,Toxic Mouth Pokémon,50,1000000,1.3,44.4,454
